aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_time_min
CJ1,Flatwing,0,-10,41000,0.7,0,n/p
CJ1,Flatwing,0,-10,41000,0.68,0,n/p
CJ1,Flatwing,0,-10,39000,0.7,0,n/p
CJ1,Flatwing,0,-10,39000,0.68,0,n/p
CJ1,Flatwing,0,0,41000,0.7,0,n/p
CJ1,Flatwing,0,0,41000,0.68,0,n/p
CJ1,Flatwing,0,0,39000,0.7,0,n/p
CJ1,Flatwing,0,0,39000,0.68,0,n/p
CJ1,Flatwing,0,10,41000,0.7,0,n/p
CJ1,Flatwing,0,10,41000,0.68,0,n/p
CJ1,Flatwing,0,10,39000,0.7,0,n/p
CJ1,Flatwing,0,10,39000,0.68,0,n/p
CJ1,Flatwing,0,20,41000,0.7,0,n/p
CJ1,Flatwing,0,20,41000,0.68,0,n/p
CJ1,Flatwing,0,20,39000,0.7,0,n/p
CJ1,Flatwing,0,20,39000,0.68,0,n/p
CJ1,Tamarack,0,-10,41000,0.7,0,n/p
CJ1,Tamarack,0,-10,41000,0.68,0,n/p
CJ1,Tamarack,0,-10,39000,0.7,0,n/p
CJ1,Tamarack,0,-10,39000,0.68,0,225
CJ1,Tamarack,0,0,41000,0.7,0,n/p
CJ1,Tamarack,0,0,41000,0.68,0,n/p
CJ1,Tamarack,0,0,39000,0.7,0,n/p
CJ1,Tamarack,0,0,39000,0.68,0,234
CJ1,Tamarack,0,10,41000,0.7,0,n/p
CJ1,Tamarack,0,10,41000,0.68,0,n/p
CJ1,Tamarack,0,10,39000,0.7,0,n/p
CJ1,Tamarack,0,10,39000,0.68,0,n/p
CJ1,Tamarack,0,20,41000,0.7,0,n/p
CJ1,Tamarack,0,20,41000,0.68,0,n/p
CJ1,Tamarack,0,20,39000,0.7,0,n/p
CJ1,Tamarack,0,20,39000,0.68,0,n/p
