aircraft,mod,flap,isa_dev,mach,cruise_alt,payload,total_dist_nm
CJ1,Flatwing,0,-10,0.7,41000,0,n/p
CJ1,Flatwing,0,-10,0.68,41000,0,n/p
CJ1,Flatwing,0,-10,0.7,39000,0,n/p
CJ1,Flatwing,0,-10,0.68,39000,0,n/p
CJ1,Flatwing,0,0,0.7,41000,0,n/p
CJ1,Flatwing,0,0,0.68,41000,0,n/p
CJ1,Flatwing,0,0,0.7,39000,0,n/p
CJ1,Flatwing,0,0,0.68,39000,0,n/p
CJ1,Flatwing,0,10,0.7,41000,0,n/p
CJ1,Flatwing,0,10,0.68,41000,0,n/p
CJ1,Flatwing,0,10,0.7,39000,0,n/p
CJ1,Flatwing,0,10,0.68,39000,0,n/p
CJ1,Flatwing,0,20,0.7,41000,0,n/p
CJ1,Flatwing,0,20,0.68,41000,0,n/p
CJ1,Flatwing,0,20,0.7,39000,0,n/p
CJ1,Flatwing,0,20,0.68,39000,0,n/p
CJ1,Tamarack,0,-10,0.7,41000,0,n/p
CJ1,Tamarack,0,-10,0.68,41000,0,n/p
CJ1,Tamarack,0,-10,0.7,39000,0,n/p
CJ1,Tamarack,0,-10,0.68,39000,0,1327.0468782565645
CJ1,Tamarack,0,0,0.7,41000,0,n/p
CJ1,Tamarack,0,0,0.68,41000,0,n/p
CJ1,Tamarack,0,0,0.7,39000,0,n/p
CJ1,Tamarack,0,0,0.68,39000,0,1380.4284646580684
CJ1,Tamarack,0,10,0.7,41000,0,n/p
CJ1,Tamarack,0,10,0.68,41000,0,n/p
CJ1,Tamarack,0,10,0.7,39000,0,n/p
CJ1,Tamarack,0,10,0.68,39000,0,n/p
CJ1,Tamarack,0,20,0.7,41000,0,n/p
CJ1,Tamarack,0,20,0.68,41000,0,n/p
CJ1,Tamarack,0,20,0.7,39000,0,n/p
CJ1,Tamarack,0,20,0.68,39000,0,n/p
