aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,cruise_vkias_kts
CJ1,Flatwing,0,0,41000,0.68,0,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.68,0,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,189,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.68,189,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,377,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.68,377,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,566,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.68,566,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,754,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.68,754,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,943,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.68,943,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,1131,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.68,1131,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.68,1320,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.68,1320,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,0,n/p,n/p,n/p,n/p,n/p,194.41505102293291
CJ1,Flatwing,0,10,41000,0.66,0,n/p,n/p,n/p,n/p,n/p,194.53299758012759
CJ1,Flatwing,0,0,41000,0.66,189,n/p,n/p,n/p,n/p,n/p,196.14681420389337
CJ1,Flatwing,0,10,41000,0.66,189,n/p,n/p,n/p,n/p,n/p,196.19422996778013
CJ1,Flatwing,0,0,41000,0.66,377,n/p,n/p,n/p,n/p,n/p,196.72893033632892
CJ1,Flatwing,0,10,41000,0.66,377,n/p,n/p,n/p,n/p,n/p,196.78745413765364
CJ1,Flatwing,0,0,41000,0.66,566,n/p,n/p,n/p,n/p,n/p,196.26061636290112
CJ1,Flatwing,0,10,41000,0.66,566,n/p,n/p,n/p,n/p,n/p,196.3194943217834
CJ1,Flatwing,0,0,41000,0.66,754,n/p,n/p,n/p,n/p,n/p,195.7859150300632
CJ1,Flatwing,0,10,41000,0.66,754,n/p,n/p,n/p,n/p,n/p,195.8451568517424
CJ1,Flatwing,0,0,41000,0.66,943,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.66,943,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,1131,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.66,1131,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.66,1320,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,10,41000,0.66,1320,n/p,n/p,n/p,n/p,n/p,n/p
CJ1,Flatwing,0,0,41000,0.64,0,n/p,n/p,n/p,n/p,n/p,189.12862265251695
CJ1,Flatwing,0,10,41000,0.64,0,n/p,n/p,n/p,n/p,n/p,189.21228946458135
CJ1,Flatwing,0,0,41000,0.64,189,n/p,n/p,n/p,n/p,n/p,190.81569754764413
CJ1,Flatwing,0,10,41000,0.64,189,n/p,n/p,n/p,n/p,n/p,190.84652959244937
CJ1,Flatwing,0,0,41000,0.64,377,n/p,n/p,n/p,n/p,n/p,191.6251253970874
CJ1,Flatwing,0,10,41000,0.64,377,n/p,n/p,n/p,n/p,n/p,191.66477137702606
CJ1,Flatwing,0,0,41000,0.64,566,n/p,n/p,n/p,n/p,n/p,191.6251253970874
CJ1,Flatwing,0,10,41000,0.64,566,n/p,n/p,n/p,n/p,n/p,191.66477137702606
CJ1,Flatwing,0,0,41000,0.64,754,n/p,n/p,n/p,n/p,n/p,191.6251253970874
CJ1,Flatwing,0,10,41000,0.64,754,n/p,n/p,n/p,n/p,n/p,191.66477137702606
CJ1,Flatwing,0,0,41000,0.64,943,n/p,n/p,n/p,n/p,n/p,191.6251253970874
CJ1,Flatwing,0,10,41000,0.64,943,n/p,n/p,n/p,n/p,n/p,191.66477137702606
CJ1,Flatwing,0,0,41000,0.64,1131,n/p,n/p,n/p,n/p,n/p,191.6251253970874
CJ1,Flatwing,0,10,41000,0.64,1131,n/p,n/p,n/p,n/p,n/p,191.66477137702606
